gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,AvgMonthlyCharge,HighCharge,LowTenureHighCharge
1,0,1,1,1.1180693133915935,1,2,1,2,0,2,0,2,0,1,1,0,1.0097893911391935,1.542667429730642,1.1761955043131582,1,0
1,1,0,0,-1.2861451872261143,0,1,0,0,0,0,0,0,0,0,1,2,-1.3252960023101632,-1.0005958199052414,-1.530890315194537,0,0
1,0,0,0,-1.0008993990172337,1,0,0,0,0,0,0,0,0,0,0,3,-0.7124606465613635,-0.8642232220787687,-0.7221002928682,0,0
0,0,1,1,0.6698259319204956,1,0,0,2,0,2,2,0,0,0,0,0,-0.1079292929229809,0.31744555783076517,0.0375951388918413,0,0
1,1,1,0,-0.6341548141772443,1,0,1,0,2,0,0,0,0,0,1,2,0.3803460311695589,-0.46956452775658875,0.30065822940826054,0,0
0,0,0,0,-1.2861451872261143,1,0,1,0,2,0,2,2,0,0,0,2,0.8868901599050167,-0.9713260325535075,-0.44123255079263446,1,1
0,0,1,1,-0.30815962765280935,1,0,2,1,1,1,1,1,1,1,0,3,-1.4930368449405937,-0.7830501031018127,-1.2869821669604313,0,0
0,0,1,0,1.5663126948626918,1,2,2,1,1,1,1,1,1,2,1,1,-1.348547208219332,-0.25333726984287763,-1.1573998452306218,0,0
0,0,0,0,0.9550717201293761,1,2,1,0,2,2,0,2,2,1,1,2,1.388451887374224,1.5876708264996744,1.4537707669474527,1,0
1,0,1,0,-0.43040782259947247,1,2,1,2,0,0,2,2,0,0,0,1,1.0263973953600283,-0.029397027424317834,1.238140768309083,1,0
0,0,1,1,0.3030813470805062,1,2,1,0,0,2,2,0,0,0,1,2,0.6593605020795813,0.44001828594485876,0.6946357054856837,0,0
1,0,1,1,0.7920741268671586,1,0,0,0,2,2,2,2,0,1,1,2,0.12458276616870469,0.5190379220686092,0.2087712422621123,0,0
1,0,0,0,0.34383074539606057,1,0,1,0,2,0,2,2,0,1,1,2,0.8154757417554275,0.6275470886923801,0.9643137740102058,0,0
0,0,0,0,-1.2453957889105598,1,0,2,1,1,1,1,1,1,0,0,0,-1.5362176559147638,-0.9882682292863804,-1.3618242956927404,0,0
0,0,0,0,1.5255632965471373,1,2,1,0,2,0,0,2,2,1,0,2,1.1260454206850363,1.9938440617920568,1.2102144670532893,1,0
1,0,1,0,1.0773199150760393,1,2,1,2,2,2,0,2,2,1,1,2,1.4997255156538167,1.8222026886656337,1.5750433440432283,1,0
0,1,1,1,-1.2046463905950056,1,0,1,2,0,0,2,2,0,0,1,3,0.7739557312033407,-0.8913175522624686,0.2978859102712686,0,0
0,0,1,0,-0.6341548141772443,1,2,0,0,2,0,0,2,2,0,1,0,0.3454692223058062,-0.43038432441714297,0.4627252792855202,0,0
1,0,1,0,-0.9194006023861249,1,2,1,0,0,0,0,0,2,0,1,2,0.6726469054562493,-0.6357342964906826,0.6027625145004248,0,0
1,0,1,0,1.4440644999160286,1,2,0,2,2,2,2,2,2,2,1,1,0.8569957523075141,1.7583892784032948,1.0474968977909287,1,0
1,0,0,0,0.7920741268671586,1,2,1,0,0,2,0,0,2,2,1,1,0.8121541409112607,1.0002314681859308,0.8847677781812258,0,0
1,0,1,1,0.8735729234982674,1,0,1,0,2,0,2,0,0,2,1,0,0.4966020607154017,0.9054342740152247,0.6536608064712592,0,0
0,0,1,1,-0.715653610808353,1,2,2,1,1,1,1,1,1,0,1,2,-1.320313601043913,-0.8380957617475286,-1.1340282859486863,0,0
1,0,0,0,-1.2861451872261143,1,0,0,0,0,0,0,0,0,0,0,3,-0.6211166233467728,-0.9912787104179026,-1.184032288087625,0,0
1,0,1,1,-0.022913839443928746,1,0,2,1,1,1,1,1,1,0,1,1,-1.512966450005595,-0.7151714445961771,-1.272680394500884,0,0
0,0,1,1,-1.163896992279451,1,0,0,2,0,0,0,0,0,0,0,2,-0.48825258958009526,-0.9162144509633054,-0.5207481173841246,0,0
0,0,0,0,-0.1859114327061462,1,0,1,0,0,0,0,0,2,0,1,2,0.5181924662024865,-0.025002164458591998,0.5915558428669505,0,0
1,0,1,1,-0.38965842428391806,1,2,2,1,1,1,1,1,1,1,0,3,-1.3502080086414152,-0.774963555244877,-1.2073470375511794,0,0
1,0,1,0,1.607062093178246,1,2,1,0,2,2,0,2,2,2,1,0,1.2871430616271327,2.2169273059322996,1.3513976884224168,1,0
1,0,0,0,-1.2453957889105598,1,0,1,0,0,2,0,2,2,0,0,2,0.9948421873404423,-0.9333544165296361,0.0010659711943239525,1,1
1,0,1,0,1.607062093178246,1,2,1,2,2,2,2,2,2,2,1,1,1.6309287489984103,2.542235062655326,1.6831944209948337,1,0
1,0,1,1,-0.022913839443928746,1,0,2,1,1,1,1,1,1,2,0,3,-1.5295744542264298,-0.7418043141684756,-1.3327707216669185,0,0
0,0,1,0,0.3030813470805062,1,2,0,0,2,0,0,2,0,1,0,0,-0.036514874773391805,0.14641946551954427,0.16145920983733444,0,0
0,0,0,0,-0.8379018057550162,1,2,1,0,2,0,0,2,0,0,1,0,0.8221189434437615,-0.5491115474362264,0.7074514889043123,0,0
1,0,1,0,0.3030813470805062,1,0,1,0,2,2,0,0,0,0,1,2,0.4982628611374851,0.3809952763151607,0.5874497113751029,0,0
0,0,0,0,0.506828338658278,1,0,0,2,2,0,2,0,0,1,1,1,-0.0813564861696455,0.2173745281011878,0.0477191820456261,0,0
0,0,0,0,-0.5934054158616899,1,2,1,0,0,0,2,2,0,0,1,2,0.7756165316254241,-0.29117703997777716,0.8817018758318657,0,0
1,1,1,0,-0.1044126360750375,1,2,1,2,2,2,2,2,0,0,1,0,1.351914278088388,0.386730572485433,1.4170334681372594,1,0
0,1,0,0,-0.2266608310217006,1,2,1,0,0,0,0,0,2,0,1,2,0.6726469054562493,-0.006411894113571635,0.7314584441549085,0,0
0,0,1,1,0.09933435550273437,1,0,2,1,1,1,1,1,1,1,0,3,-1.5063232483172613,-0.7001190389385661,-1.297288342011947,0,0
0,0,0,0,0.832823525182713,1,2,1,2,2,2,0,2,0,1,0,3,1.1160806181525351,1.3228583584998646,1.2772720298744638,1,0
0,1,0,0,-0.7971524074394618,1,2,1,2,0,0,0,2,2,0,1,2,1.1891558367242079,-0.43673490140261684,1.1158888620013325,1,0
0,0,0,1,0.4660789403427237,1,2,0,0,2,0,0,2,2,1,1,3,0.41688364045539505,0.5138739580838813,0.5825076451454493,0,0
1,0,1,0,1.607062093178246,1,0,0,2,2,0,2,2,2,2,1,0,0.4766724556503998,1.5168476098070027,0.63735336911516,0,0
1,0,0,0,0.34383074539606057,1,2,0,0,0,2,0,0,2,1,0,3,2.27345124445513e-05,0.10106447971325375,0.030983644691416214,0,0
0,0,1,0,1.2403175083382567,1,2,0,2,2,0,0,2,2,1,1,1,0.4882980586049844,1.091820412391657,0.505545679890184,0,0
1,0,1,0,0.5883271352893868,1,0,0,0,2,2,0,2,2,2,0,2,0.28568040711080095,0.5365294766721981,0.45989615033014764,0,0
0,1,0,0,1.2810669066538112,1,0,0,2,2,0,2,2,0,2,1,1,0.17274597840912537,0.9577111689925334,0.3142786018644019,0,0
0,0,1,1,-0.7564030091239073,1,2,1,0,2,0,0,0,2,0,1,0,0.8603173531516813,-0.45831367856433064,0.8049476252125445,1,0
0,0,1,0,1.607062093178246,0,1,0,2,2,2,0,0,2,2,1,2,-0.5247901988659314,0.5621515277623795,-0.3363862177087542,0,0
1,0,1,1,1.607062093178246,1,2,2,1,1,1,1,1,1,2,1,1,-1.3252960023101632,-0.22459486604703074,-1.1388259918434636,0,0
1,0,1,1,-0.6341548141772443,1,0,1,2,0,2,0,2,0,0,1,2,0.8104933404891773,-0.33505974669054955,0.857030866704227,0,0
1,0,0,0,-0.5934054158616899,1,0,2,1,1,1,1,1,1,1,0,3,-1.49137604451851,-0.8350193576715206,-1.2494771988625142,0,0
0,0,1,1,-0.2266608310217006,1,2,2,1,1,1,1,1,1,2,0,2,-1.345225607375165,-0.6767603422757332,-1.0510973130761319,0,0
0,0,0,1,1.4033151016004741,1,2,1,0,2,0,2,2,2,2,1,2,1.29544706373755,2.0819390899400307,1.4457222755017307,1,0
0,0,0,0,-1.163896992279451,1,0,2,1,1,1,1,1,1,0,0,3,-1.4930368449405937,-0.975017717444717,-1.39640102355214,0,0
0,1,0,0,-1.2453957889105598,1,2,1,0,0,0,0,0,0,0,1,3,0.34713002272788956,-0.9420122965721159,-0.21381148584989496,0,0
1,0,0,0,-1.2861451872261143,1,0,1,0,0,0,0,0,2,0,1,2,0.47335085480623307,-0.976797636945836,-0.6449298355794767,0,0
1,0,1,1,-0.5526560175461356,1,0,2,1,1,1,1,1,1,1,0,3,-1.498019246206844,-0.8544226776652001,-1.3563160157025207,0,0
0,0,0,0,-0.8379018057550162,1,0,0,0,0,0,0,0,0,0,1,2,-0.6626366338988594,-0.7817316442120948,-0.6248558677552557,0,0
0,0,1,1,1.607062093178246,1,0,0,2,2,2,2,2,2,2,0,0,0.6743077058783327,1.6820724830034655,0.8058740143604995,0,0
1,0,1,1,0.9958211184449305,1,0,0,2,2,0,2,0,0,1,0,3,-0.17934371107257,0.5307062832426114,0.038377092739548084,0,0
1,0,0,0,-0.1044126360750375,1,2,0,2,0,0,0,0,2,0,1,3,-0.016585269708390134,-0.1816790291867179,0.051820962480763545,0,0
1,0,0,0,-1.2861451872261143,1,2,1,0,0,0,0,2,0,0,0,2,0.6477348991249973,-0.97449033388883,-0.5590333901874348,0,0
1,1,0,0,-0.8379018057550162,1,0,1,0,2,2,2,0,0,0,1,3,0.6244836932158286,-0.5590659120535953,0.6504389031715725,0,0
0,0,1,0,0.7105753302360499,1,2,1,2,0,2,0,2,2,1,1,3,1.308733467114218,1.2881609153854587,1.4159592774765326,1,0
0,0,0,0,-0.38965842428391806,1,0,1,0,2,2,2,0,0,0,0,0,0.6045540881508271,-0.11845892542475182,0.8293531231890131,0,0
1,0,1,0,0.9143223218138218,1,0,0,2,2,2,0,0,0,2,0,2,-0.21255971951423935,0.3369807237134164,-0.1484834409871041,0,0
1,0,1,0,0.09933435550273437,1,2,0,0,2,0,2,2,0,1,1,2,0.13288676827912202,0.061466764392063805,0.2778434063464585,0,0
0,0,0,0,-1.2861451872261143,0,1,0,0,0,0,0,0,0,0,1,3,-1.3252960023101632,-1.0005958199052414,-1.530890315194537,0,0
1,0,0,0,-0.2266608310217006,1,2,1,0,0,2,0,2,2,1,1,0,1.1791910341917071,0.16331771362276004,1.1827945966774465,1,0
0,0,1,1,-0.1044126360750375,1,2,1,0,0,2,0,2,2,0,1,2,1.1642438303929559,0.327114256355362,1.2738463367402642,1,0
0,1,1,0,-0.43040782259947247,1,2,0,2,2,0,2,0,0,0,1,3,-0.048140477727976125,-0.4043447613452174,0.024351080752635763,0,0
1,1,0,0,-0.3489090259683637,1,2,0,0,2,0,0,0,0,0,0,1,-0.3387805515925831,-0.4441182711850362,-0.25137686463468134,0,0
0,1,0,0,1.0773199150760393,1,2,1,0,0,2,0,2,2,1,1,2,1.1459750257500378,1.5769473608633036,1.2706972402271715,1,0
1,0,0,0,-1.2861451872261143,1,0,0,0,0,0,0,0,2,0,1,2,-0.32383334779383177,-0.987345308063578,-1.0375993002288109,0,0
1,0,1,1,-0.6341548141772443,0,1,0,2,0,2,0,2,0,1,0,1,-0.6825662389638609,-0.6634878561192412,-0.5014964061311782,0,0
0,0,0,0,-0.26741022933725495,1,2,1,0,0,2,0,2,2,0,1,0,1.1791910341917071,0.13101547082467516,1.2094335320851222,1,0
0,0,1,1,-0.7971524074394618,1,0,1,0,0,0,0,2,2,0,0,2,0.7756165316254241,-0.4742230825002582,0.9165156159621171,0,0
0,0,0,0,1.0365705167604848,1,2,2,1,1,1,1,1,1,2,0,1,-1.3502080086414152,-0.38586436257434026,-1.1518644505881035,0,0
0,1,0,0,0.4660789403427237,1,2,1,2,2,2,0,2,2,1,1,1,1.4880999126992323,1.124430295597343,1.5927225595233896,1,0
1,0,1,1,1.4033151016004741,1,2,1,0,2,2,0,0,0,1,0,2,0.7440613236058385,1.5896045662045941,0.9066438836225437,0,0
0,0,0,0,-1.1231475939638966,1,2,1,0,0,0,0,0,0,0,0,2,0.3504516235720563,-0.8298334193719641,0.3143834815291051,0,0
1,1,1,0,-0.6749042124927986,1,0,1,0,0,0,0,0,0,0,1,0,0.22589159191579616,-0.49839482881175023,0.3062830697787817,0,0
0,0,1,1,0.9958211184449305,1,2,0,2,0,2,2,2,2,2,1,2,0.6477348991249973,1.1178599754635827,0.7921219271813734,0,0
0,0,0,0,-0.8379018057550162,1,0,1,0,0,0,0,0,2,0,0,0,0.4351524450983131,-0.595301557206005,0.4429030226565876,0,0
0,0,0,0,-0.3489090259683637,1,2,2,1,1,1,1,1,1,2,0,1,-1.32363520188808,-0.7685910039445746,-1.2177364171366931,0,0
1,1,0,0,0.8735729234982674,1,0,0,0,0,2,2,0,2,1,0,0,0.008326736622861894,0.5397377266371778,0.15859980414593916,0,0
0,0,1,1,-1.2861451872261143,1,0,1,0,2,0,0,0,0,0,1,2,0.3222180163966375,-0.9787972995952413,-0.7193734215859129,0,0
1,0,1,0,1.607062093178246,1,2,0,2,2,2,2,0,2,2,0,1,0.4833156573387338,1.542183994804412,0.6631951438149704,0,0
1,0,0,1,-0.8786512040705705,1,2,1,0,0,2,0,0,0,0,1,3,0.43183084425414636,-0.6372724985286866,0.38119182794513784,0,0
1,0,1,1,0.3845801437116149,1,0,2,1,1,1,1,1,1,1,0,3,-1.4863936432522598,-0.6359100910093116,-1.2909890579644931,0,0
0,0,0,1,0.4660789403427237,1,0,2,1,1,1,1,1,1,2,0,3,-1.498019246206844,-0.6301088718945536,-1.3103046075993972,0,0
1,1,0,0,-1.2861451872261143,0,1,0,0,0,2,0,0,2,0,1,2,-0.842003079483874,-0.9942012942901103,-1.2928344522508783,0,0
0,0,1,1,0.8735729234982674,1,2,2,1,1,1,1,1,1,1,1,0,-1.3369216052647475,-0.4217703930043203,-1.1430399757931717,0,0
1,0,1,1,1.2810669066538112,1,0,2,1,1,1,1,1,1,2,1,0,-1.5046624478951778,-0.4516994098009133,-1.3001718335935244,0,0
1,0,0,0,0.01783555887162562,1,2,1,2,0,0,0,0,0,1,0,0,0.5015844619816519,0.13248774991819345,0.5639242846969852,0,0
0,0,1,1,0.09933435550273437,1,2,2,1,1,1,1,1,1,0,1,2,-1.3037055968230782,-0.6237582949090797,-1.1393570469128225,0,0
1,0,0,0,-1.0008993990172337,1,2,1,0,2,0,0,2,2,0,0,2,1.1908166371462912,-0.6514459315931524,1.0381860155574958,1,1
0,0,1,0,-1.0008993990172337,1,0,0,2,0,0,2,0,2,2,0,3,0.016630738733279235,-0.7636028344784758,0.11032261390462482,0,0
0,0,0,1,-0.7971524074394618,1,0,0,0,0,2,2,0,0,0,0,3,-0.38362216298883656,-0.6960318163804411,-0.26312890075525786,0,0
1,0,1,1,-1.163896992279451,1,2,0,0,0,0,0,0,0,0,1,2,-0.4683229845150936,-0.9124788174424384,-0.46511994322546907,0,0
1,0,1,1,1.607062093178246,1,2,0,2,2,2,2,2,2,2,1,1,0.8503525506191802,1.8194778736268842,0.9460202565096028,1,0
0,1,0,0,-0.6341548141772443,1,2,1,0,0,0,0,2,2,0,1,2,0.9699301810091903,-0.30486703811601307,0.9819215714329735,1,0
0,0,1,1,1.0365705167604848,1,2,1,0,2,2,0,2,2,1,1,1,1.3353062738675532,1.7243510647337479,1.5111610691675617,1,0
1,0,0,0,1.607062093178246,1,2,1,0,2,2,0,2,2,1,1,2,1.327002271757136,2.3039895412833284,1.4401965707820439,1,0
1,0,0,0,-1.2453957889105598,1,0,2,1,1,1,1,1,1,0,1,3,-1.5063232483172613,-0.9945748576421969,-1.5183467072960168,0,0
0,0,0,0,-0.6341548141772443,1,0,0,2,2,0,2,2,2,1,0,1,0.4932804598712345,-0.40190561239923955,0.5805261186803203,0,0
1,0,1,0,-0.9194006023861249,1,0,1,0,0,0,0,2,0,0,1,2,0.4966020607154017,-0.6348992725271947,0.6084145749764385,0,0
0,0,1,0,-0.43040782259947247,1,2,0,2,0,0,2,2,2,0,1,2,0.4716900543841497,-0.24571218259734334,0.5378802230177706,0,0
1,0,0,0,-1.2046463905950056,1,0,0,0,0,0,0,0,0,0,1,2,-0.6526718313663585,-0.9494396149841927,-0.7840002709761159,0,0
1,0,0,0,-0.30815962765280935,1,2,2,1,1,1,1,1,1,1,0,0,-1.3186528006218294,-0.7143803692623465,-1.0903327956416544,0,0
0,0,1,1,1.4848138982315828,1,2,1,2,2,2,2,2,2,2,0,1,1.6026951418229916,2.4581833084358196,1.7491384932956426,1,0
1,0,0,1,1.5663126948626918,1,2,2,1,1,1,1,1,1,2,0,3,-1.3502080086414152,-0.28445289964021664,-1.1895769263616087,0,0
1,0,1,1,1.4440644999160286,1,2,1,0,2,0,0,2,2,1,1,1,1.1974598388346251,1.9639150449954637,1.269274524775543,1,0
0,0,0,0,1.2403175083382567,1,0,0,0,0,2,0,0,2,1,0,1,-0.21422051993632296,0.528113314092833,-0.15025834202709268,0,0
1,1,0,0,-0.3489090259683637,1,2,1,0,2,2,0,2,2,0,1,1,1.2605702548737971,0.0856385107035559,1.3263690443263434,1,0
0,0,1,0,0.5475777369738324,1,2,2,1,1,1,1,1,1,1,1,0,-1.3468864077972482,-0.5430686108583533,-1.199279559853264,0,0
0,0,0,0,-0.1044126360750375,1,0,0,2,2,2,2,2,2,1,0,0,0.675968506300416,0.10044919889805208,0.7294396797701186,0,0
1,0,1,1,1.4440644999160286,1,2,2,1,1,1,1,1,1,2,1,0,-1.3618336115959995,-0.28018988256346256,-1.1522820215921263,0,0
1,0,1,1,-1.163896992279451,0,1,0,2,0,0,0,2,0,0,0,1,-0.8785406887697104,-0.943023115054233,-0.9199620731109479,0,0
0,1,0,0,-1.2861451872261143,1,2,1,0,0,0,0,2,0,0,1,2,0.6875941092550005,-0.9739629503329429,-0.539399916954968,0,0
1,0,1,1,-0.38965842428391806,1,0,1,2,0,0,2,2,2,0,1,2,1.1576006287046219,0.012947477250450748,1.2370203798909265,1,0
0,0,0,0,-0.2266608310217006,1,0,0,2,2,0,0,0,0,2,0,0,-0.40355176805383824,-0.35299078759071095,-0.1901461386500467,0,0
0,0,1,1,-1.0823981956483424,1,0,0,0,0,0,0,0,0,0,0,3,-0.6476894301001082,-0.8862854341667125,-0.6083508050927977,0,0
1,0,0,1,1.2810669066538112,1,0,1,0,2,0,2,2,2,0,1,1,1.1343494227954536,1.700530907459514,1.1651631264160744,1,0
0,0,1,0,-1.2453957889105598,1,0,0,2,0,0,0,0,2,0,1,3,-0.0946428895463132,-0.9619210258068541,-0.7079205622003075,0,0
1,1,1,0,0.3030813470805062,1,0,0,0,0,0,0,0,2,1,0,2,-0.30556454315091375,-0.008147864985033261,-0.1192356086935004,0,0
0,0,1,0,-0.9601500007016792,1,0,1,0,0,2,0,0,0,0,1,0,0.35709482526039027,-0.7233678640272557,0.20470871855552045,0,0
0,0,1,1,0.01783555887162562,1,2,1,0,2,2,2,0,0,0,0,1,0.7839205337358415,0.2579171389600086,0.8386004249198277,0,0
1,0,0,0,-0.38965842428391806,1,2,1,0,0,2,2,2,2,0,1,3,1.2971078641596332,0.07394817521472521,1.4262652468816472,1,0
0,0,1,1,1.607062093178246,0,1,0,0,2,0,2,2,2,2,0,1,-0.37697896130050285,0.6513892202814427,-0.24536848392217042,0,0
0,0,1,1,1.5663126948626918,1,2,0,2,2,2,2,2,2,2,1,1,0.8486917501970969,1.730350052681964,0.8939572486518639,1,0
1,0,1,1,1.4440644999160286,1,0,1,0,2,2,2,2,2,1,0,1,1.3535750785104714,2.2065114807035298,1.5310541678750993,1,0
0,1,1,0,0.26233194876495186,1,0,1,2,2,0,0,2,2,1,0,3,1.1326886223733699,0.6926789578444369,1.230844016436546,1,0
0,0,0,0,-0.5526560175461356,0,1,0,0,0,0,0,2,2,1,1,1,-0.6692798355871932,-0.6189239456467813,-0.4795996297344134,0,0
0,0,1,1,1.158818711707148,1,2,2,1,1,1,1,1,1,2,1,3,-1.3551904099076655,-0.37648133014251556,-1.1788072508564043,0,0
0,0,1,1,-0.8379018057550162,0,1,0,0,2,0,0,0,0,0,0,3,-1.1891103676993187,-0.8757817116786277,-1.1635178256716503,0,0
1,0,1,1,1.607062093178246,1,2,1,0,2,0,0,2,0,1,1,2,0.8204581430216781,1.8841263078527106,1.011958245379371,0,0
0,1,1,1,1.158818711707148,1,2,0,0,0,2,0,2,0,1,1,2,0.00666593620077852,0.730958214275909,0.15112305895088743,0,0
1,0,0,0,-1.2046463905950056,1,0,2,1,1,1,1,1,1,0,0,3,-1.4714464394535083,-0.9863564638962897,-1.471171834112451,0,0
0,0,1,1,1.607062093178246,1,2,0,2,2,0,2,2,0,2,0,3,0.31723561513038695,1.375069330532687,0.492747011471467,0,0
0,0,1,1,-0.1044126360750375,1,0,2,1,1,1,1,1,1,1,0,0,-1.5096448491614283,-0.7441995144847962,-1.2992469979437402,0,0
0,0,0,0,0.09933435550273437,1,2,1,0,0,2,0,2,2,0,1,2,1.1708870320812899,0.5387049338402323,1.2648799148249588,1,0
0,0,0,0,-1.2046463905950056,0,1,0,0,2,0,0,2,2,0,1,2,-0.4782877870475943,-0.9433527297766624,-0.6706987691970893,0,0
0,0,0,0,0.6698259319204956,1,0,1,0,0,2,2,2,2,2,0,1,1.1841734354579578,1.1496568090206092,1.2768599693251401,1,0
1,0,0,0,-1.1231475939638966,1,0,1,0,0,0,0,0,0,0,1,2,0.15779877461037406,-0.8689696740817527,-0.17127229384621717,0,0
1,0,1,0,1.5663126948626918,1,2,1,0,2,2,2,2,2,1,1,0,1.5993735409788248,2.4837174622666867,1.6730243740012722,1,0
0,0,1,0,-1.2453957889105598,1,0,2,1,1,1,1,1,1,0,0,0,-1.4996800466289273,-0.9887736385274389,-1.3743679035912606,0,0
1,0,0,0,-1.2861451872261143,1,0,1,0,0,0,0,2,2,0,1,2,0.8055109392229267,-0.9724027739801102,-0.48131755864225406,0,0
1,0,1,0,0.8735729234982674,1,0,1,2,2,2,2,2,2,2,0,0,1.4864391122771488,1.6737222433685863,1.6937291771178253,1,0
0,0,0,1,-1.2861451872261143,1,0,1,2,0,0,0,0,0,0,1,3,0.28568040711080095,-0.9792807345214711,-0.7373707720490075,0,0
1,1,0,0,-0.8379018057550162,1,2,1,0,0,2,0,2,2,0,1,2,1.1443142253279543,-0.4841774471176271,1.0793547799423837,1,0
0,1,0,0,0.506828338658278,1,2,1,2,2,0,2,2,0,0,1,2,1.0645958050679478,0.9155424588363941,1.1777820652737647,1,0
1,0,1,0,-0.5934054158616899,1,0,0,0,0,0,0,0,0,0,1,0,-0.6858878398080278,-0.6740794758666405,-0.6187949271318731,0,0
1,0,0,0,0.4253295420271693,1,0,1,2,2,2,2,0,0,1,1,1,0.8520133510412641,0.6945907232345278,0.9456789731174856,1,0
1,0,1,1,1.3625657032849199,1,2,2,1,1,1,1,1,1,2,1,1,-1.3186528006218294,-0.27665201787605326,-1.1247899919906548,0,0
1,0,0,0,-1.2861451872261143,1,0,1,0,0,0,0,0,0,0,1,3,0.18603238178579282,-0.980599193411189,-0.7864544551301743,0,0
1,1,0,0,-1.2861451872261143,1,0,2,1,1,1,1,1,1,0,0,3,-1.4930368449405937,-1.0028152257029328,-1.6135145150478345,0,0
1,0,1,1,1.4848138982315828,1,0,2,1,1,1,1,1,1,2,0,0,-1.488054443674343,-0.40667403871705204,-1.2980934182952888,0,0
0,0,1,1,1.3625657032849199,1,2,0,2,2,2,2,2,2,2,0,1,0.8271013447100121,1.607205992382326,0.9687145605210015,1,0
1,0,0,1,-0.4711572209150268,1,2,2,1,1,1,1,1,1,0,0,3,-1.338582405686831,-0.8063209025053308,-1.2467255378412971,0,0
1,0,0,0,-1.2861451872261143,1,2,1,0,0,0,0,2,2,0,1,2,1.011450191561277,-0.9696779589413602,-0.379877946941176,1,1
1,0,0,0,-0.3489090259683637,1,2,1,0,2,2,0,0,0,0,1,0,0.6593605020795813,-0.1112074015313041,0.740113533604888,0,0
1,0,1,0,1.1180693133915935,1,0,2,1,1,1,1,1,1,2,1,0,-1.4780896411418423,-0.48477075361800015,-1.2984804168894495,0,0
1,0,0,0,-0.2266608310217006,1,0,0,2,0,2,2,2,0,1,0,1,0.1445123712337061,-0.1646049865648731,0.31079959355809933,0,0
1,1,1,0,0.8735729234982674,1,2,1,0,0,0,0,0,0,0,0,0,0.29896681048746887,0.7107857932632274,0.39015579754218344,0,0
1,0,0,0,-0.7564030091239073,0,1,0,0,0,2,2,2,2,0,1,2,-0.33213734990424915,-0.6723654793100075,-0.2575505012177791,0,0
1,1,1,1,-0.5119066192305812,1,0,1,2,0,2,2,0,2,1,0,1,0.9732517818533569,-0.2125089928912847,0.8917400425973377,1,0
0,0,1,1,0.4253295420271693,1,2,2,1,1,1,1,1,1,1,1,0,-1.3468864077972482,-0.5751511105081519,-1.2029592537605902,0,0
0,1,0,0,-1.2453957889105598,1,0,1,0,0,0,0,0,2,0,1,0,0.48995885902706776,-0.9415728102755434,-0.20290400072074694,0,0
0,0,0,0,0.14008375381828872,1,2,0,2,0,2,2,2,2,1,1,1,0.8187973425995947,0.45981714360545356,1.0194713259823045,0,0
0,1,1,0,1.1180693133915935,1,0,1,2,2,2,2,2,2,2,1,0,1.4947431143875662,1.9190215198005742,1.6355704989203408,1,0
1,0,1,0,1.158818711707148,1,2,1,0,0,0,0,2,2,1,1,0,1.0463270004250296,1.4818864749146536,1.052916984721163,1,0
0,0,1,1,-1.2046463905950056,1,0,1,0,0,0,0,0,2,0,1,2,0.5082276636699858,-0.9017333774912387,0.10400536210065991,0,0
0,0,1,1,-0.6341548141772443,1,2,1,2,0,2,0,2,2,0,1,2,1.302090265425884,-0.24538256787491391,1.2279762568046744,1,0
0,0,1,1,-0.30815962765280935,0,1,0,2,2,2,0,2,2,0,1,1,-0.21255971951423935,-0.3512328424044206,-0.05038799230913841,0,0
0,0,0,0,0.01783555887162562,1,2,0,2,0,0,2,0,0,1,0,2,-0.18598691276090396,-0.1533980860022722,-0.06213328087750512,0,0
0,0,1,1,1.3218163049693654,1,2,1,2,0,2,0,2,2,2,1,1,1.3054118662700507,1.9440502643903825,1.3928114941957714,1,0
1,0,1,0,1.607062093178246,1,2,1,2,0,2,2,2,2,2,1,1,1.557853530426738,2.5354889480029366,1.6763137403072002,1,0
1,0,0,0,-1.2453957889105598,1,0,1,0,0,0,0,0,2,0,1,2,0.5049060628258191,-0.9320359576399184,0.03378842658176847,0,0
0,1,0,0,-1.1231475939638966,1,0,0,2,2,0,2,0,0,0,0,1,-0.16937890854006926,-0.8851207954807951,-0.37169733309431485,0,0
0,0,0,0,-0.30815962765280935,1,0,1,2,2,0,0,0,0,0,1,0,0.4932804598712345,-0.12590821815165712,0.5948736568117388,0,0
0,0,0,0,-1.0008993990172337,1,0,2,1,1,1,1,1,1,2,0,3,-1.494697645362677,-0.9493956663545354,-1.426723832211172,0,0
0,0,0,0,1.5663126948626918,1,0,0,2,2,2,2,2,0,2,0,1,0.41024043876706107,1.4275659686582827,0.5808442536632542,0,0
0,0,0,0,1.1180693133915935,1,2,1,0,2,2,0,2,2,2,0,2,1.3186982696467187,1.7719913792822162,1.456106606299528,1,0
1,0,1,1,0.058584957187179994,0,1,0,0,0,0,2,2,0,2,1,2,-0.8121086718863716,-0.42893401963845346,-0.7019837738657281,0,0
1,0,0,1,0.26233194876495186,0,1,0,0,0,2,2,2,2,1,0,0,-0.33711975117049947,-0.04840480975108207,-0.148611993490412,0,0
